Patient	Gene	-log10(p-value)
10	Rv1175c	0.24985755
10	Rv1176c	NA
10	Rv1177	NA
10	Rv1178	0.22025127
10	Rv1179c	NA
10	Rv1180	NA
10	Rv1181	NA
10	Rv1182	0.60880695
10	Rv1183	NA
10	Rv1184c	NA
10	Rv1185c	0.2561379
10	Rv1186c	NA
10	Rv1187	NA
10	Rv1188	NA
10	Rv1189	NA
10	Rv1190	NA
10	Rv1191	NA
10	Rv1192	0
10	Rv1193	NA
10	Rv1194c	NA
10	Rv1195	NA
10	Rv1196	0
10	Rv1197	NA
10	Rv1198	NA
10	Rv1199c	NA
10	Rv1200	0.25190026
10	Rv1201c	NA
10	Rv1202	NA
10	Rv1203c	NA
10	Rv1204c	NA
10	Rv1205	NA
10	Rv1206	NA
10	Rv1207	NA
10	Rv1208	NA
10	Rv1209	NA
10	Rv1210	NA
10	Rv1211	NA
10	Rv1212c	NA
10	Rv1213	NA
10	Rv1214c	NA
10	Rv1215c	NA
10	Rv1216c	NA
10	Rv1217c	NA
10	Rv1218c	NA
10	Rv1219c	NA
10	Rv1220c	NA
10	Rv1221	0
10	Rv1222	NA
10	Rv1223	NA
10	Rv1224	NA
10	Rv1225c	NA
10	Rv1226c	NA
10	Rv1227c	NA
10	Rv1228	NA
10	Rv1229c	NA
10	Rv1230c	NA
10	Rv1231c	NA
10	Rv1232c	NA
10	Rv1233c	NA
10	Rv1234	NA
10	Rv1235	NA
10	Rv1236	NA
10	Rv1237	NA
10	Rv1238	NA
10	Rv1239c	0.51164436
10	Rv1240	NA
10	Rv1241	NA
10	Rv1242	NA
10	Rv1243c	NA
10	Rv1244	NA
10	Rv1245c	NA
10	Rv1246c	NA
10	Rv1247c	NA
10	Rv1248c	0.58942755
10	Rv1249c	0.65096307
10	Rv1250	NA
10	Rv1251c	0.57555244
10	Rv1252c	NA
10	Rv1253	NA
10	Rv1254	NA
10	Rv1255c	NA
10	Rv1256c	NA
10	Rv1257c	NA
10	Rv1258c	NA
10	Rv1259	NA
10	Rv1260	NA
10	Rv1261c	0.2481864
10	Rv1262c	NA
10	Rv1263	NA
10	Rv1264	NA
10	Rv1265	NA
10	Rv1266c	NA
10	Rv1267c	0.28563537
10	Rv1268c	NA
10	Rv1269c	NA
10	Rv1270c	0.53008322
10	Rv1271c	NA
10	Rv1272c	NA
10	Rv1273c	NA
10	Rv1274	NA
10	Rv1275	NA
10	Rv1276c	NA
10	Rv1277	NA
10	Rv1278	NA
10	Rv1279	NA
10	Rv1280c	NA
10	Rv1281c	NA
10	Rv1282c	NA
10	Rv1283c	NA
10	Rv1284	NA
10	Rv1285	NA
10	Rv1286	NA
10	Rv1287	NA
10	Rv1288	0
10	Rv1289	NA
10	Rv1290c	NA
10	Rv1290A	NA
10	Rv1291c	NA
10	Rv1292	NA
10	Rv1293	NA
10	Rv1294	NA
10	Rv1295	NA
10	Rv1296	0.22277518
10	Rv1297	NA
10	Rv1298	NA
10	Rv1299	NA
10	Rv1300	NA
10	Rv1301	NA
10	Rv1302	NA
10	Rv1303	NA
10	Rv1304	NA
10	Rv1305	NA
10	Rv1306	0
10	Rv1307	NA
10	Rv1308	NA
10	Rv1309	NA
10	Rv1310	NA
10	Rv1311	NA
10	Rv1312	NA
10	Rv1313c	NA
10	Rv1314c	NA
10	Rv1315	NA
10	Rv1316c	NA
10	Rv1317c	NA
10	Rv1318c	2.89875239
10	Rv1319c	1.51296484
10	Rv1320c	NA
10	Rv1321	NA
10	Rv1322	NA
10	Rv1322A	NA
10	Rv1323	NA
10	Rv1324	NA
10	Rv1325c	0.34144426
10	Rv1326c	NA
10	Rv1327c	5.82782944
10	Rv1328	NA
10	Rv1329c	0
10	Rv1330c	NA
10	Rv1331	NA
10	Rv1332	NA
10	Rv1333	NA
10	Rv1334	NA
10	Rv1335	NA
10	Rv1336	NA
10	Rv1337	NA
10	Rv1338	NA
10	Rv1339	NA
10	Rv1340	NA
10	Rv1341	NA
10	Rv1342c	0
10	Rv1343c	NA
10	Rv1344	NA
10	Rv1345	NA
10	Rv1346	NA
10	Rv1347c	NA
10	Rv1348	NA
10	Rv1349	NA
10	Rv1350	NA
10	Rv1351	NA
10	Rv1352	NA
10	Rv1353c	NA
10	Rv1354c	0.24581088
10	Rv1355c	0.25726344
10	Rv1356c	NA
10	Rv1357c	NA
10	Rv1358	0.25279826
10	Rv1359	0.2566425
10	Rv1360	NA
10	Rv1361c	NA
10	Rv1362c	NA
10	Rv1363c	NA
10	Rv1364c	NA
10	Rv1365c	NA
10	Rv1366	NA
10	Rv1367c	NA
10	Rv1368	0
10	Rv1369c	NA
10	Rv1371	0.97376977
10	Rv1372	NA
10	Rv1373	NA
10	Rv1374c	NA
10	Rv1375	0.57583352
10	Rv1376	0
10	Rv1377c	NA
10	Rv1378c	NA
10	Rv1379	NA
10	Rv1380	NA
10	Rv1381	NA
10	Rv1382	NA
10	Rv1383	NA
10	Rv1384	NA
10	Rv1385	NA
10	Rv1386	NA
10	Rv1387	NA
10	Rv1388	0.23974804
10	Rv1389	NA
10	Rv1390	NA
10	Rv1391	NA
10	Rv1392	NA
10	Rv1393c	NA
10	Rv1394c	0
10	Rv1395	NA
10	Rv1396c	6.59287298
10	Rv1397c	NA
10	Rv1398c	NA
10	Rv1399c	NA
10	Rv1400c	NA
10	Rv1401	NA
10	Rv1402	NA
10	Rv1403c	NA
10	Rv1404	NA
10	Rv1405c	NA
10	Rv1406	NA
10	Rv1407	NA
10	Rv1408	NA
10	Rv1409	NA
10	Rv1410c	NA
10	Rv1411c	NA
10	Rv1412	NA
10	Rv1413	NA
10	Rv1414	NA
10	Rv1415	NA
10	Rv1416	NA
10	Rv1417	NA
10	Rv1418	NA
10	Rv1419	NA
10	Rv1420	NA
10	Rv1421	NA
10	Rv1422	NA
10	Rv1423	NA
10	Rv1424c	NA
10	Rv1425	NA
10	Rv1426c	NA
10	Rv1427c	0.25582694
10	Rv1428c	NA
10	Rv1429	NA
10	Rv1430	NA
10	Rv1431	NA
10	Rv1432	NA
10	Rv1433	NA
10	Rv1434	NA
10	Rv1435c	24.82359045
10	Rv1436	NA
10	Rv1437	NA
10	Rv1438	NA
10	Rv1439c	NA
10	Rv1440	NA
10	Rv1441c	NA
10	Rv1442	NA
10	Rv1443c	0.5658709
10	Rv1444c	NA
10	Rv1445c	NA
10	Rv1446c	NA
10	Rv1447c	NA
10	Rv1448c	NA
10	Rv1449c	NA
10	Rv1450c	NA
10	Rv1451	NA
10	Rv1452c	2.87317005
10	Rv1453	NA
10	Rv1454c	NA
10	Rv1455	NA
10	Rv1456c	NA
10	Rv1457c	NA
10	Rv1458c	NA
10	Rv1459c	NA
10	Rv1460	NA
10	Rv1461	0
10	Rv1462	NA
10	Rv1463	NA
10	Rv1464	NA
10	Rv1465	NA
10	Rv1466	NA
10	Rv1467c	NA
10	Rv1468c	NA
10	Rv1469	0.16844511
10	Rv1470	NA
10	Rv1471	NA
10	Rv1472	NA
10	Rv1473	NA
10	Rv1473A	NA
10	Rv1474c	0.61965851
10	Rv1475c	NA
10	Rv1476	NA
10	Rv1477	NA
10	Rv1478	NA
10	Rv1479	NA
10	Rv1480	NA
10	Rv1481	NA
10	Rv1482c	NA
10	Rv1483	0.60290465
10	Rv1484	NA
10	Rv1485	NA
10	Rv1486c	NA
10	Rv1487	NA
10	Rv1488	NA
10	Rv1489	NA
10	Rv1489A	NA
10	Rv1490	NA
10	Rv1491c	NA
10	Rv1492	NA
10	Rv1493	0
10	Rv1494	NA
10	Rv1495	NA
10	Rv1496	0.2560357
10	Rv1497	NA
10	Rv1498c	NA
10	Rv1498A	NA
10	Rv1499	NA
10	Rv1500	NA
10	Rv1501	NA
10	Rv1502	NA
10	Rv1503c	NA
10	Rv1504c	NA
10	Rv1505c	NA
10	Rv1506c	NA
10	Rv1507c	NA
10	Rv1507A	NA
10	Rv1508c	0.54261063
10	Rv1508A	NA
10	Rv1509	0
10	Rv1510	NA
10	Rv1511	NA
10	Rv1512	NA
10	Rv1513	NA
10	Rv1514c	NA
10	Rv1515c	NA
10	Rv1516c	NA
10	Rv1517	NA
10	Rv1518	NA
10	Rv1519	NA
10	Rv1520	NA
10	Rv1521	NA
10	Rv1522c	1.12704113
10	Rv1523	NA
10	Rv1524	NA
10	Rv1525	NA
10	Rv1526c	NA
10	Rv1527c	1.23528618
10	Rv1528c	NA
10	Rv1529	NA
10	Rv1530	NA
10	Rv1531	NA
10	Rv1532c	NA
10	Rv1533	NA
10	Rv1534	NA
10	Rv1535	NA
10	Rv1536	3.2750377
10	Rv1537	NA
10	Rv1538c	NA
10	Rv1539	NA
10	Rv1540	NA
10	Rv1541c	NA
10	Rv1542c	NA
10	Rv1543	NA
10	Rv1544	NA
10	Rv1545	NA
10	Rv1546	NA
10	Rv1547	1.04271949
10	Rv1548c	NA
10	Rv1549	NA
10	Rv1550	0.55454295
10	Rv1551	NA
10	Rv1552	NA
10	Rv1553	NA
10	Rv1554	NA
10	Rv1555	NA
10	Rv1556	NA
10	Rv1557	NA
10	Rv1558	0.60940035
10	Rv1559	NA
10	Rv1560	NA
10	Rv1561	NA
10	Rv1562c	NA
10	Rv1563c	NA
10	Rv1564c	0.25250183
10	Rv1565c	NA
10	Rv1566c	0.67134611
10	Rv1567c	NA
10	Rv1568	NA
10	Rv1569	NA
10	Rv1570	NA
10	Rv1571	NA
10	Rv1574	NA
10	Rv1579c	NA
10	Rv1580c	NA
10	Rv1585c	NA
10	Rv1588c	0
10	Rv1589	NA
10	Rv1590	NA
10	Rv1591	NA
10	Rv1592c	NA
10	Rv1593c	NA
10	Rv1594	0
10	Rv1595	NA
10	Rv1596	NA
10	Rv1597	NA
10	Rv1598c	NA
10	Rv1599	NA
10	Rv1600	0.24008408
10	Rv1601	NA
10	Rv1602	NA
10	Rv1603	NA
10	Rv1604	NA
10	Rv1605	NA
10	Rv1606	NA
10	Rv1607	NA
10	Rv1608c	NA
10	Rv1609	NA
10	Rv1610	NA
10	Rv1611	NA
10	Rv1612	NA
10	Rv1613	NA
10	Rv1614	NA
10	Rv1615	NA
10	Rv1616	NA
10	Rv1617	NA
10	Rv1618	NA
10	Rv1619	0
10	Rv1620c	NA
10	Rv1621c	NA
10	Rv1622c	NA
10	Rv1623c	NA
10	Rv1624c	0.2526368
10	Rv1625c	NA
10	Rv1626	NA
10	Rv1627c	0
10	Rv1628c	NA
10	Rv1629	0.53604019
10	Rv1630	NA
10	Rv1631	NA
10	Rv1632c	NA
10	Rv1633	NA
10	Rv1634	NA
10	Rv1635c	NA
10	Rv1636	NA
10	Rv1637c	NA
10	Rv1638	NA
10	Rv1638A	NA
10	Rv1639c	NA
10	Rv1640c	NA
10	Rv1641	NA
10	Rv1642	NA
10	Rv1643	NA
10	Rv1644	NA
10	Rv1645c	NA
10	Rv1646	0
10	Rv1647	NA
10	Rv1648	NA
10	Rv1649	NA
10	Rv1650	0
10	Rv1651c	1.43166176
10	Rv1652	NA
10	Rv1653	NA
10	Rv1654	NA
10	Rv1655	0.2236112
10	Rv1656	NA
10	Rv1657	NA
10	Rv1658	NA
10	Rv1659	NA
10	Rv1660	NA
10	Rv1661	0
10	Rv1662	NA
10	Rv1663	0.25691592
10	Rv1664	NA
10	Rv1665	NA
10	Rv1666c	NA
10	Rv1667c	NA
10	Rv1668c	NA
10	Rv1669	NA
10	Rv1670	NA
10	Rv1671	NA
10	Rv1672c	NA
10	Rv1673c	NA
10	Rv1674c	NA
10	Rv1675c	NA
10	Rv1676	NA
10	Rv1677	NA
10	Rv1678	NA
10	Rv1679	NA
10	Rv1680	NA
10	Rv1681	NA
10	Rv1682	NA
10	Rv1683	NA
10	Rv1684	NA
10	Rv1685c	NA
10	Rv1686c	NA
10	Rv1687c	NA
10	Rv1688	NA
10	Rv1689	NA
10	Rv1690	NA
10	Rv1691	NA
10	Rv1692	NA
10	Rv1693	NA
10	Rv1694	NA
10	Rv1695	0
10	Rv1696	NA
10	Rv1697	NA
10	Rv1698	NA
10	Rv1699	NA
10	Rv1700	NA
10	Rv1701	NA
10	Rv1702c	NA
10	Rv1703c	NA
10	Rv1704c	NA
10	Rv1705c	NA
10	Rv1706c	NA
10	Rv1706A	NA
10	Rv1707	0
10	Rv1708	NA
10	Rv1709	NA
10	Rv1710	NA
10	Rv1711	NA
10	Rv1712	NA
10	Rv1713	NA
10	Rv1714	NA
10	Rv1715	NA
10	Rv1716	NA
10	Rv1717	NA
10	Rv1718	NA
10	Rv1719	NA
10	Rv1720c	NA
10	Rv1721c	0
10	Rv1722	NA
10	Rv1723	NA
10	Rv1724c	NA
10	Rv1725c	NA
10	Rv1726	NA
10	Rv1727	NA
10	Rv1728c	NA
10	Rv1729c	NA
10	Rv1730c	NA
10	Rv1731	0.52770429
10	Rv1732c	NA
10	Rv1733c	NA
10	Rv1734c	NA
10	Rv1735c	NA
10	Rv1736c	NA
10	Rv1737c	NA
10	Rv1738	NA
10	Rv1739c	0.25711578
10	Rv1740	NA
10	Rv1741	NA
10	Rv1742	NA
10	Rv1743	NA
10	Rv1744c	NA
10	Rv1745c	NA
10	Rv1746	NA
10	Rv1747	NA
10	Rv1748	NA
10	Rv1749c	NA
10	Rv1750c	NA
10	Rv1751	NA
10	Rv1752	NA
10	Rv1753c	0.92352699
10	Rv1757c	NA
10	Rv1765A	NA
10	Rv1766	NA
10	Rv1767	NA
10	Rv1768	NA
10	Rv1769	NA
10	Rv1770	NA
10	Rv1771	NA
10	Rv1772	NA
10	Rv1773c	NA
10	Rv1774	NA
10	Rv1775	NA
10	Rv1776c	NA
10	Rv1777	NA
10	Rv1778c	NA
10	Rv1779c	NA
10	Rv1780	NA
10	Rv1781c	NA
10	Rv1782	NA
10	Rv1783	NA
10	Rv1784	NA
10	Rv1785c	NA
10	Rv1786	NA
10	Rv1787	NA
10	Rv1788	NA
10	Rv1789	NA
10	Rv1790	NA
10	Rv1791	NA
10	Rv1792	NA
10	Rv1793	0
10	Rv1794	NA
10	Rv1795	NA
10	Rv1796	NA
10	Rv1797	NA
10	Rv1798	NA
10	Rv1799	NA
10	Rv1800	0.81340404
10	Rv1801	NA
10	Rv1802	NA
10	Rv1803c	NA
10	Rv1804c	NA
10	Rv1805c	NA
10	Rv1806	NA
10	Rv1807	NA
10	Rv1808	NA
10	Rv1809	NA
10	Rv1810	NA
10	Rv1811	NA
10	Rv1812c	NA
10	Rv1813c	NA
10	Rv1814	NA
10	Rv1815	NA
10	Rv1816	NA
10	Rv1817	NA
10	Rv1818c	NA
10	Rv1819c	NA
10	Rv1820	NA
10	Rv1821	NA
10	Rv1822	NA
10	Rv1823	0
10	Rv1824	NA
10	Rv1825	NA
10	Rv1826	NA
10	Rv1827	NA
10	Rv1828	NA
10	Rv1829	NA
10	Rv1830	NA
10	Rv1831	NA
10	Rv1832	NA
10	Rv1833c	NA
10	Rv1834	NA
10	Rv1835c	NA
10	Rv1836c	NA
10	Rv1837c	0
10	Rv1838c	NA
10	Rv1839c	NA
10	Rv1840c	0
10	Rv1841c	NA
10	Rv1842c	NA
10	Rv1843c	NA
10	Rv1844c	NA
10	Rv1845c	NA
10	Rv1846c	NA
10	Rv1847	NA
10	Rv1848	NA
10	Rv1849	NA
10	Rv1850	0.25754116
10	Rv1851	NA
10	Rv1852	NA
10	Rv1853	NA
10	Rv1854c	NA
10	Rv1855c	NA
10	Rv1856c	NA
10	Rv1857	0
10	Rv1858	NA
10	Rv1859	NA
10	Rv1860	NA
10	Rv1861	NA
10	Rv1862	NA
10	Rv1863c	NA
10	Rv1864c	0
10	Rv1865c	NA
10	Rv1866	NA
10	Rv1867	NA
10	Rv1868	NA
10	Rv1869c	NA
10	Rv1870c	NA
10	Rv1871c	NA
10	Rv1872c	NA
10	Rv1873	NA
10	Rv1874	NA
10	Rv1875	NA
10	Rv1876	NA
10	Rv1877	NA
10	Rv1878	NA
10	Rv1879	NA
10	Rv1880c	NA
10	Rv1881c	NA
10	Rv1882c	NA
10	Rv1883c	5.01039243
10	Rv1884c	NA
10	Rv1885c	NA
10	Rv1886c	NA
10	Rv1887	NA
10	Rv1888c	0.50376976
10	Rv1888A	NA
10	Rv1889c	NA
10	Rv1890c	NA
10	Rv1891	NA
10	Rv1892	NA
10	Rv1893	NA
10	Rv1894c	0.58316192
10	Rv1895	0
10	Rv1896c	NA
10	Rv1897c	NA
10	Rv1898	NA
10	Rv1899c	NA
10	Rv1900c	NA
10	Rv1901	NA
10	Rv1902c	NA
10	Rv1903	NA
10	Rv1904	NA
10	Rv1905c	NA
10	Rv1906c	NA
10	Rv1907c	NA
10	Rv1908c	NA
10	Rv1909c	NA
10	Rv1910c	NA
10	Rv1911c	NA
10	Rv1912c	NA
10	Rv1913	NA
10	Rv1914c	NA
10	Rv1915	NA
10	Rv1916	0.2572118
10	Rv1917c	20.5595622
10	Rv1918c	NA
10	Rv1919c	0.8236614
10	Rv1920	NA
10	Rv1921c	NA
10	Rv1922	NA
10	Rv1923	NA
10	Rv1924c	NA
10	Rv1925	NA
10	Rv1926c	NA
10	Rv1927	NA
10	Rv1928c	0
10	Rv1929c	NA
10	Rv1930c	NA
10	Rv1931c	NA
10	Rv1932	NA
10	Rv1933c	NA
10	Rv1934c	NA
10	Rv1935c	NA
10	Rv1936	NA
10	Rv1937	NA
10	Rv1938	NA
10	Rv1939	NA
10	Rv1940	NA
10	Rv1941	NA
10	Rv1942c	NA
10	Rv1943c	NA
10	Rv1944c	NA
10	Rv1945	NA
10	Rv1946c	NA
10	Rv1947	NA
10	Rv1948c	NA
10	Rv1949c	NA
10	Rv1950c	NA
10	Rv1951c	NA
10	Rv1952	NA
10	Rv1953	NA
10	Rv1954c	0.68403697
10	Rv1955	NA
10	Rv1956	NA
10	Rv1957	NA
10	Rv1958c	NA
10	Rv1959c	NA
10	Rv1960c	NA
10	Rv1961	0.53703438
10	Rv1962c	NA
10	Rv1963c	NA
10	Rv1964	NA
10	Rv1965	NA
10	Rv1966	0
10	Rv1967	NA
10	Rv1968	NA
10	Rv1969	0.8107814
10	Rv1970	NA
10	Rv1971	NA
10	Rv1972	NA
10	Rv1973	NA
10	Rv1974	NA
10	Rv1975	NA
10	Rv1976c	NA
10	Rv1977	0
10	Rv1978	NA
10	Rv1979c	NA
10	Rv1980c	NA
10	Rv1981c	NA
10	Rv1982c	NA
10	Rv1983	NA
10	Rv1984c	NA
10	Rv1985c	NA
10	Rv1986	NA
10	Rv1987	NA
10	Rv1988	NA
10	Rv1989c	NA
10	Rv1990c	NA
10	Rv1990A	NA
10	Rv1991c	NA
10	Rv1992c	NA
10	Rv1993c	NA
10	Rv1994c	NA
10	Rv1995	0
10	Rv1996	NA
10	Rv1997	0.24610117
10	Rv1998c	NA
10	Rv1999c	NA
10	Rv2000	NA
10	Rv2001	NA
10	Rv2002	NA
10	Rv2003c	0.2364915
10	Rv2004c	NA
10	Rv2005c	NA
10	Rv2006	NA
10	Rv2007c	NA
10	Rv2008c	NA
10	Rv2009	NA
10	Rv2010	NA
10	Rv2011c	NA
10	Rv2012	NA
10	Rv2013	NA
10	Rv2014	NA
10	Rv2015c	NA
10	Rv2016	NA
10	Rv2017	0
10	Rv2018	NA
10	Rv2019	NA
10	Rv2020c	1.52747466
10	Rv2021c	NA
10	Rv2022c	NA
10	Rv2023c	NA
10	Rv2023A	0.42771391
10	Rv2024c	0.42771391
10	Rv2025c	NA
10	Rv2026c	NA
10	Rv2027c	NA
10	Rv2028c	NA
10	Rv2029c	NA
10	Rv2030c	NA
10	Rv2031c	NA
10	Rv2032	NA
10	Rv2033c	NA
10	Rv2034	NA
10	Rv2035	NA
10	Rv2036	NA
10	Rv2037c	NA
10	Rv2038c	NA
10	Rv2039c	NA
10	Rv2040c	0.25924029
10	Rv2041c	NA
10	Rv2042c	NA
10	Rv2043c	NA
10	Rv2044c	NA
10	Rv2045c	NA
10	Rv2046	NA
10	Rv2047c	NA
10	Rv2048c	1.21581167
10	Rv2049c	NA
10	Rv2050	NA
10	Rv2051c	0.24021333
10	Rv2052c	NA
10	Rv2053c	NA
10	Rv2054	NA
10	Rv2055c	NA
10	Rv2056c	NA
10	Rv2057c	NA
10	Rv2058c	0
10	Rv2060	NA
10	Rv2059	NA
10	Rv2061c	NA
10	Rv2062c	NA
10	Rv2063	NA
10	Rv2064	NA
10	Rv2065	NA
10	Rv2066	NA
10	Rv2067c	NA
10	Rv2068c	NA
10	Rv2069	NA
10	Rv2070c	NA
10	Rv2071c	NA
10	Rv2072c	NA
10	Rv2073c	NA
10	Rv2074	NA
10	Rv2075c	NA
10	Rv2076c	NA
10	Rv2077c	NA
10	Rv2077A	0
10	Rv2078	NA
10	Rv2079	NA
10	Rv2080	NA
10	Rv2081c	NA
10	Rv2082	NA
10	Rv2083	NA
10	Rv2084	NA
10	Rv2085	NA
10	Rv2086	NA
10	Rv2087	NA
10	Rv2088	NA
10	Rv2089c	NA
10	Rv2090	NA
10	Rv2091c	NA
10	Rv2092c	NA
10	Rv2093c	0
10	Rv2094c	0.20382365
10	Rv2095c	NA
10	Rv2096c	NA
10	Rv2097c	0
10	Rv2098c	NA
10	Rv2099c	NA
10	Rv2100	7.04733328
10	Rv2101	NA
10	Rv2102	NA
10	Rv2103c	NA
10	Rv2104c	NA
10	Rv2107	NA
10	Rv2108	NA
10	Rv2109c	NA
10	Rv2110c	NA
10	Rv2111c	NA
10	Rv2112c	2.14944782
10	Rv2113	NA
10	Rv2114	NA
10	Rv2115c	NA
10	Rv2116	NA
10	Rv2117	NA
10	Rv2118c	NA
10	Rv2119	NA
10	Rv2120c	NA
10	Rv2121c	0.13484229
10	Rv2122c	NA
10	Rv2123	NA
10	Rv2124c	0
10	Rv2125	NA
10	Rv2126c	NA
10	Rv2127	NA
10	Rv2128	NA
10	Rv2129c	NA
10	Rv2130c	0
10	Rv2131c	NA
10	Rv2132	NA
10	Rv2133c	NA
10	Rv2134c	NA
10	Rv2135c	0.97852264
10	Rv2136c	NA
10	Rv2137c	NA
10	Rv2138	NA
10	Rv2139	NA
10	Rv2140c	NA
10	Rv2141c	0.25270964
10	Rv2142c	NA
10	Rv2143	NA
10	Rv2144c	NA
10	Rv2145c	NA
10	Rv2146c	NA
10	Rv2147c	NA
10	Rv2148c	NA
10	Rv2149c	NA
10	Rv2150c	NA
10	Rv2151c	NA
10	Rv2152c	NA
10	Rv2153c	NA
10	Rv2154c	NA
10	Rv2155c	NA
10	Rv2156c	NA
10	Rv2157c	NA
10	Rv2158c	NA
10	Rv2159c	NA
10	Rv2160c	NA
10	Rv2160A	NA
10	Rv2161c	NA
10	Rv2162c	0.24552232
10	Rv2163c	NA
10	Rv2164c	NA
10	Rv2165c	NA
10	Rv2166c	NA
10	Rv2169c	NA
10	Rv2170	NA
10	Rv2171	NA
10	Rv2172c	NA
10	Rv2173	NA
10	Rv2174	NA
10	Rv2175c	NA
10	Rv2176	NA
10	Rv2177c	2.32346014
10	Rv2178c	NA
10	Rv2179c	NA
10	Rv2180c	NA
10	Rv2181	NA
10	Rv2182c	NA
10	Rv2183c	NA
10	Rv2184c	NA
10	Rv2185c	NA
10	Rv2186c	NA
10	Rv2187	0
10	Rv2188c	NA
10	Rv2189c	NA
10	Rv2190c	NA
10	Rv2191	NA
10	Rv2192c	NA
10	Rv2193	NA
10	Rv2194	0.19623653
10	Rv2195	0
10	Rv2196	NA
10	Rv2197c	NA
10	Rv2198c	NA
10	Rv2199c	NA
10	Rv2200c	NA
10	Rv2201	NA
10	Rv2202c	NA
10	Rv2203	NA
10	Rv2204c	NA
10	Rv2205c	0.58404753
10	Rv2206	NA
10	Rv2207	NA
10	Rv2208	NA
10	Rv2209	NA
10	Rv2210c	NA
10	Rv2211c	NA
10	Rv2212	NA
10	Rv2213	NA
10	Rv2214c	NA
10	Rv2215	NA
10	Rv2216	NA
10	Rv2217	NA
10	Rv2218	NA
10	Rv2219	NA
10	Rv2219A	NA
10	Rv2220	NA
10	Rv2221c	NA
10	Rv2222c	0.2578559
10	Rv2223c	NA
10	Rv2224c	NA
10	Rv2225	NA
10	Rv2226	NA
10	Rv2227	NA
10	Rv2228c	0.24933835
10	Rv2229c	NA
10	Rv2230c	NA
10	Rv2231c	NA
10	Rv2232	NA
10	Rv2234	NA
10	Rv2235	NA
10	Rv2236c	NA
10	Rv2237	NA
10	Rv2238c	NA
10	Rv2239c	NA
10	Rv2240c	NA
10	Rv2241	NA
10	Rv2242	NA
10	Rv2243	0.2525204
10	Rv2244	NA
10	Rv2245	NA
10	Rv2246	NA
10	Rv2247	NA
10	Rv2248	NA
10	Rv2249c	NA
10	Rv2250c	NA
10	Rv2250A	NA
10	Rv2251	0.22049885
10	Rv2252	NA
10	Rv2253	0.21672345
10	Rv2254c	NA
10	Rv2255c	NA
10	Rv2256c	NA
10	Rv2257c	NA
10	Rv2258c	NA
10	Rv2259	NA
10	Rv2260	0
10	Rv2261c	NA
10	Rv2263	NA
10	Rv2264c	NA
10	Rv2265	NA
10	Rv2266	NA
10	Rv2267c	NA
10	Rv2268c	NA
10	Rv2269c	NA
10	Rv2270	NA
10	Rv2271	NA
10	Rv2272	NA
10	Rv2273	NA
10	Rv2274c	1.97905831
10	Rv2275	NA
10	Rv2276	NA
10	Rv2279	NA
10	Rv2280	0.53852688
10	Rv2281	NA
10	Rv2282c	NA
10	Rv2283	0.25744749
10	Rv2284	NA
10	Rv2285	0.54201464
10	Rv2286c	NA
10	Rv2287	NA
10	Rv2288	NA
10	Rv2289	NA
10	Rv2290	NA
10	Rv2291	NA
10	Rv2292c	NA
10	Rv2293c	0
10	Rv2294	NA
10	Rv2295	NA
10	Rv2296	NA
10	Rv2297	NA
10	Rv2298	NA
10	Rv2299c	NA
10	Rv2300c	NA
10	Rv2301	NA
10	Rv2302	NA
10	Rv2303c	NA
10	Rv2304c	NA
10	Rv2305	NA
10	Rv2306A	NA
10	Rv2306B	NA
10	Rv2307c	NA
10	Rv2307A	NA
10	Rv2307B	NA
10	Rv2307D	NA
10	Rv2308	NA
10	Rv2309c	NA
10	Rv2309A	NA
10	Rv2310	NA
10	Rv2311	NA
10	Rv2312	NA
10	Rv2313c	NA
10	Rv2314c	1.02733837
10	Rv2315c	NA
10	Rv2316	NA
10	Rv2317	NA
10	Rv2318	0.76485278
10	Rv2319c	0.35271397
10	Rv2320c	NA
10	Rv2321c	NA
10	Rv2322c	NA
10	Rv2323c	NA
10	Rv2324	NA
10	Rv2325c	0.25648075
10	Rv2326c	NA
10	Rv2327	NA
10	Rv2328	NA
10	Rv2329c	NA
10	Rv2330c	NA
10	Rv2331	NA
10	Rv2331A	NA
10	Rv2332	0.54775533
10	Rv2333c	NA
10	Rv2334	NA
10	Rv2335	NA
10	Rv2336	NA
10	Rv2337c	NA
10	Rv2338c	NA
10	Rv2339	NA
10	Rv2340c	NA
10	Rv2341	NA
10	Rv2342	NA
10	Rv2343c	NA
10	Rv2344c	NA
10	Rv2345	NA
10	Rv2346c	NA
10	Rv2347c	NA
10	Rv2348c	NA
10	Rv2349c	0.25515722
10	Rv2350c	NA
10	Rv2351c	NA
10	Rv2352c	2.44821646
10	Rv2356c	2.63046627
10	Rv2357c	NA
10	Rv2358	NA
10	Rv2359	NA
10	Rv2360c	NA
10	Rv2361c	NA
10	Rv2362c	NA
10	Rv2363	0.20866233
10	Rv2364c	NA
10	Rv2365c	NA
10	Rv2366c	0.25717083
10	Rv2367c	NA
10	Rv2368c	0.55229454
10	Rv2369c	NA
10	Rv2370c	NA
10	Rv2371	NA
10	Rv2372c	NA
10	Rv2373c	NA
10	Rv2374c	NA
10	Rv2375	NA
10	Rv2376c	NA
10	Rv2377c	NA
10	Rv2378c	NA
10	Rv2379c	0
10	Rv2380c	0.24606874
10	Rv2381c	0
10	Rv2382c	NA
10	Rv2383c	NA
